time,event,membership_category,feedback_negative,points_in_wallet,avg_transaction_value,avg_frequency_login_days,past_complaint,gender,region_category,age
244,1,Basic Membership,1,614.31,44509.7,,0,M,City,37.0
23,0,Premium Membership,1,722.77,48315.54,21.0,1,F,Town,62.0
485,0,Platinum Membership,1,796.13,35972.45,23.0,0,M,Village,13.0
542,1,Basic Membership,1,,7014.11,,0,M,City,12.0
239,0,Platinum Membership,1,773.82,32396.56,7.0,0,F,Town,42.0
762,1,No Membership,1,965.5211246860456,30925.72,8.0,1,F,Village,53.0
538,1,No Membership,1,673.11,25444.46,,0,M,City,18.0
816,1,No Membership,1,617.94,32163.35,15.0,1,M,City,15.0
836,0,Premium Membership,1,789.07,19806.51,5.0,0,F,Village,26.0
69,1,Silver Membership,1,650.74,18046.24,13.0,0,F,,28.0
198,0,Platinum Membership,1,754.46,40891.21,15.0,0,M,City,14.0
162,0,Gold Membership,0,753.65,64795.39,11.0,1,M,Town,18.0
387,1,Basic Membership,1,650.71,22785.35,14.0,1,F,Village,45.0
288,1,Gold Membership,1,629.67,24788.75,8.0,0,F,Town,12.0
620,1,No Membership,1,634.47,42897.84,11.0,1,M,Town,40.0
120,0,Premium Membership,0,729.52,41605.69,,0,F,Town,31.0
987,0,Platinum Membership,1,714.12,30333.48,8.0,0,F,City,28.0
673,0,Premium Membership,1,728.66,41358.66,20.0,0,F,City,38.0
294,0,Gold Membership,1,783.56,14160.98,17.0,0,M,Town,61.0
824,1,Gold Membership,1,1063.0355149309094,21826.83,19.0,0,F,City,45.0
277,1,Silver Membership,1,667.08,31597.6,17.0,1,F,Town,12.0
932,1,No Membership,1,379.007045486274,42629.12,11.0,0,F,Village,39.0
42,1,Basic Membership,1,505.9,42695.66,18.0,0,M,Town,19.0
1007,1,No Membership,1,,48654.79,20.0,1,M,City,16.0
37,1,Basic Membership,1,539.0,2320.32,,1,M,Town,46.0
915,1,No Membership,1,710.76,29977.64,15.0,1,M,City,25.0
1030,1,Silver Membership,1,656.35,28293.4,,1,M,City,21.0
1076,0,Gold Membership,0,753.78,43615.78,18.0,1,M,,17.0
752,1,Basic Membership,1,287.57108832868937,41977.87,13.0,0,M,City,41.0
11,1,No Membership,1,564.85,45860.97,26.0,0,M,City,55.0
416,0,Gold Membership,0,786.57,55838.17,4.0,0,F,City,36.0
1052,1,Silver Membership,1,1419.07769362836,23036.0,14.0,0,M,Town,17.0
566,0,Gold Membership,1,745.1,29897.36,23.0,0,M,City,58.0
35,1,Basic Membership,1,678.75,32930.01,29.0,0,M,Town,64.0
184,0,Premium Membership,1,722.17,45077.61,19.0,1,F,Village,44.0
315,1,No Membership,1,925.9065685047424,46183.68,29.49266987230223,0,M,,43.0
286,0,Premium Membership,1,722.68,44028.77,7.0,0,F,Town,12.0
1084,0,Platinum Membership,1,716.05,31813.39,8.0,0,F,Town,36.0
663,0,Platinum Membership,1,729.49,10297.48,14.0,0,M,City,38.0
441,0,Premium Membership,1,721.02,8682.26,18.0,0,F,,21.0
298,1,No Membership,1,809.3326193655431,43500.07,8.0,1,F,City,34.0
37,1,No Membership,1,178.70644899724346,20127.31,29.0,1,F,City,53.0
1079,1,Basic Membership,1,602.25,42727.09,7.0,0,F,,32.0
396,0,Platinum Membership,1,700.7,40935.95,24.0,0,F,City,27.0
518,1,No Membership,1,633.55,40807.96,,1,F,Town,44.0
893,1,Gold Membership,1,670.46,36354.76,15.0,0,F,Town,37.0
943,0,Gold Membership,0,796.14,54302.96,1.0,1,M,Town,22.0
339,0,Silver Membership,0,741.39,69676.5,19.0,1,F,Village,16.0
953,0,Premium Membership,1,778.81,39808.61,24.0,1,M,City,61.0
752,0,Gold Membership,1,,31470.91,28.0,1,F,City,62.0
387,0,Silver Membership,1,797.46,36238.8,7.0,0,M,Village,32.0
555,0,Silver Membership,1,733.58,7197.75,,0,F,City,40.0
419,1,No Membership,1,633.81,23352.85,18.0,1,M,Village,39.0
260,1,Basic Membership,1,557.85,4976.69,25.0,1,F,Village,14.0
771,0,Platinum Membership,1,786.67,29142.31,6.0,1,F,,33.0
776,1,No Membership,1,,39642.95,,0,F,Town,54.0
950,0,Gold Membership,0,832.9,96871.71,,1,F,City,14.0
582,0,Premium Membership,0,,55371.95,,1,F,City,21.0
927,1,Basic Membership,1,,11573.3,18.0,0,F,Town,51.0
567,0,Gold Membership,1,735.45,31213.5,7.0,1,F,Village,28.0
287,1,Basic Membership,1,665.69,7794.65,8.0,1,F,Town,63.0
758,1,No Membership,1,692.91,3407.08,28.0,1,F,Town,25.0
28,1,No Membership,1,,43515.6,21.0,0,F,City,48.0
372,1,Silver Membership,1,967.4979680322664,34459.26,10.0,1,M,City,57.0
332,0,Platinum Membership,0,1041.226400852494,93798.89,5.0,1,M,City,44.0
260,1,Basic Membership,1,504.1,46754.75,,1,F,Town,18.0
264,1,No Membership,1,592.56,28885.27,6.0,0,M,,28.0
353,1,Basic Membership,1,503.22,22092.38,29.0,1,F,Town,62.0
344,1,Gold Membership,1,671.65,26189.77,17.0,0,M,City,31.0
364,1,Basic Membership,1,613.25,36511.13,,0,M,Town,51.0
955,1,Gold Membership,1,665.13,13566.24,7.0,0,F,Town,21.0
706,1,No Membership,1,1095.1872396847473,20708.03,18.0,0,M,,35.0
635,0,Platinum Membership,1,,5671.33,26.0,0,F,Town,51.0
877,1,Silver Membership,1,620.66,30746.45,7.0,0,F,Town,24.0
53,1,Basic Membership,1,1002.3520867656777,3917.5,11.0,0,F,,57.0
1067,1,No Membership,1,576.5,5546.75,9.0,0,M,Town,38.0
615,0,Silver Membership,1,753.62,33634.17,21.0,0,F,City,51.0
490,1,Gold Membership,1,656.76,36462.41,41.82688600483914,0,F,Town,27.0
782,1,No Membership,1,695.44,38626.95,7.0,1,F,City,24.0
672,0,Premium Membership,1,1497.9416686022776,47248.78,18.0,1,F,Town,52.0
18,0,Premium Membership,1,767.36,2987.26,,0,M,Village,40.0
349,1,No Membership,1,667.43,30052.45,22.0,0,F,City,46.0
1091,1,Basic Membership,1,658.71,46216.33,19.0,1,F,City,15.0
281,1,No Membership,1,681.31,17635.4,23.0,1,M,City,29.0
225,1,No Membership,1,669.61,46910.51,24.0,0,M,City,30.0
89,0,Platinum Membership,0,,32125.52,36.2556222306434,0,F,City,10.0
21,0,Platinum Membership,0,1168.421615633022,4128.51,16.0,0,F,Town,32.0
912,1,Basic Membership,1,654.69,26098.15,19.0,0,F,City,42.0
179,1,Basic Membership,1,616.96,35186.24,18.0,0,F,Town,57.0
971,0,Gold Membership,1,722.87,5343.03,,0,M,City,61.0
93,0,Premium Membership,0,790.23,25607.71,,1,F,Town,13.0
874,1,No Membership,1,614.31,23810.42,18.0,0,M,,48.0
893,1,No Membership,1,,13851.94,8.0,1,F,City,19.0
410,1,No Membership,1,568.87,45272.04,12.0,0,M,Village,31.0
910,1,No Membership,1,651.82,847.03,,1,M,Village,57.0
720,1,Basic Membership,1,643.43,25318.45,28.0,0,F,Town,44.0
742,0,Silver Membership,1,712.86,22084.19,,0,F,City,59.0
399,1,No Membership,1,,29112.95,9.0,1,F,,45.0
1053,0,Premium Membership,0,766.37,22829.92,15.0,0,F,City,43.0
372,0,Premium Membership,1,752.29,23111.53,21.0,0,F,Town,52.0
475,0,Silver Membership,0,704.53,49717.21,,0,F,Town,34.0
1029,1,Silver Membership,1,899.1684924499606,36667.37,8.0,0,F,City,40.0
967,1,Gold Membership,1,640.2,46720.66,21.0,1,M,Village,60.0
461,0,Premium Membership,1,506.2345973015581,32908.12,,0,M,Town,37.0
985,1,Silver Membership,1,716.9,36454.92,27.0,1,M,City,19.0
83,1,Basic Membership,1,507.63,42807.72,,1,M,Town,51.0
794,1,No Membership,1,212.78111859734776,24087.26,13.0,0,M,City,27.0
322,1,No Membership,1,148.9058337486401,49088.68,27.0,0,M,,29.0
179,0,Platinum Membership,1,,38836.05,22.0,1,M,Village,18.0
684,0,Premium Membership,0,764.83,37627.84,10.0,1,M,Town,46.0
493,1,Gold Membership,1,,20323.41,24.0,0,F,City,11.0
311,1,Basic Membership,1,547.09,7859.69,26.0,0,F,Town,14.0
443,0,Platinum Membership,0,847.35,6395.63,9.0,1,F,City,47.0
219,0,Platinum Membership,0,406.91199400750793,50806.7,14.0,1,M,Village,15.0
205,1,Gold Membership,1,637.48,40551.28,21.0,0,M,Village,46.0
586,1,Basic Membership,1,606.96,19418.18,17.0,0,F,City,56.0
943,1,Basic Membership,1,,43633.66,19.0,1,M,City,45.0
55,0,Gold Membership,1,735.49,30359.02,9.0,1,F,Village,26.0
498,1,No Membership,1,508.4,47054.66,,0,F,Town,28.0
393,0,Gold Membership,0,804.6,47484.73,13.0,1,M,,15.0
568,1,No Membership,1,967.2702466668868,40725.05,23.0,0,F,City,39.0
147,1,No Membership,1,648.28,35542.0,27.0,0,F,City,11.0
1040,1,No Membership,1,671.35,23657.48,,1,M,City,34.0
301,1,No Membership,1,685.61,24370.93,7.0,1,M,Town,36.0
272,1,Gold Membership,1,221.908417082306,20830.75,22.0,0,F,Village,23.0
405,0,Silver Membership,0,718.58,48092.0,16.0,0,F,,15.0
669,0,Premium Membership,1,718.86,37129.24,8.0,1,F,Town,20.0
741,1,Basic Membership,1,696.64,21538.06,22.0,0,F,Town,47.0
603,1,No Membership,1,662.58,47825.64,15.0,0,M,,35.0
115,0,Platinum Membership,1,747.24,38357.17,8.0,0,F,City,22.0
193,0,Premium Membership,0,792.43,63967.83,,0,M,Town,48.0
449,0,Platinum Membership,0,775.06,24741.85,2.0,1,F,Town,20.0
151,0,Gold Membership,1,,11202.78,12.0,1,F,Town,27.0
318,1,Basic Membership,1,611.11,32392.99,25.0,1,M,City,33.0
946,1,No Membership,1,602.83,28789.54,26.0,1,M,Town,15.0
148,0,Silver Membership,1,1096.193699866314,18072.25,8.0,0,F,City,61.0
667,1,No Membership,1,627.42,17885.17,21.0,0,M,Town,27.0
470,1,Silver Membership,1,644.3,25536.07,22.0,1,M,City,47.0
646,1,No Membership,1,620.38,11372.38,,0,F,City,34.0
456,0,Silver Membership,0,263.4522856264322,35428.64,1.0,1,M,City,27.0
760,0,Platinum Membership,0,708.96,9437.04,5.0,1,F,Town,19.0
408,0,Gold Membership,1,786.34,43360.27,18.0,0,F,,63.0
233,1,Basic Membership,1,680.65,19438.5,7.0,0,M,Town,14.0
794,0,Gold Membership,0,417.9102072076294,70771.73,,1,F,,44.0
136,1,Basic Membership,1,645.55,16425.65,5.0,1,M,Town,39.0
307,0,Gold Membership,0,,71637.2,12.0,1,F,Town,47.0
136,1,Silver Membership,1,639.99,43978.26,27.0,0,M,City,36.0
2,0,Platinum Membership,0,712.99,13693.65,1.0,0,F,Town,37.0
843,0,Platinum Membership,0,817.82,41515.05,29.192450715401055,1,F,Town,57.0
879,1,Basic Membership,1,541.75,21467.54,7.0,0,M,Town,59.0
570,1,Silver Membership,1,,47715.35,13.0,0,M,City,55.0
844,1,Basic Membership,1,573.63,4233.31,29.0,0,M,Village,50.0
5,1,Basic Membership,1,690.38,23039.6,18.0,1,M,City,30.0
926,1,No Membership,1,,33770.52,23.0,1,F,Town,14.0
281,0,Premium Membership,1,1323.6503549550896,29015.28,8.0,1,M,Town,12.0
852,1,No Membership,1,,7014.64,24.0,1,F,City,26.0
1009,1,No Membership,1,610.15,3766.03,23.0,0,M,Town,59.0
403,0,Gold Membership,1,724.51,29227.78,27.0,0,M,Town,61.0
740,0,Silver Membership,1,1067.7415927769837,7715.26,29.0,1,M,City,16.0
929,1,Gold Membership,1,,48692.82,25.0,0,M,Town,50.0
671,1,Basic Membership,1,587.36,31840.5,27.0,0,M,City,11.0
577,0,Premium Membership,0,779.09,85263.35,,1,M,Town,44.0
296,1,Basic Membership,1,,26419.12,10.0,0,M,,29.0
562,0,Silver Membership,1,1054.963779225107,25172.06,19.0,0,M,Town,12.0
177,1,No Membership,1,,16339.99,16.0,0,M,Village,32.0
295,1,Basic Membership,1,1724.3701880018325,35827.56,23.0,1,F,Town,27.0
253,0,Premium Membership,1,436.2178613270089,4243.85,8.0,1,M,City,62.0
942,1,Basic Membership,1,678.76,37280.9,25.0,1,F,Town,59.0
297,1,No Membership,1,631.66,16623.98,6.0,1,M,Town,21.0
422,0,Platinum Membership,1,752.8,17069.54,7.0,1,F,City,38.0
860,1,Gold Membership,1,156.56894641327895,4777.25,27.0,1,M,City,14.0
1073,1,No Membership,1,698.27,3137.78,13.0,1,M,Town,37.0
535,1,Basic Membership,1,,35948.39,24.0,0,F,City,54.0
962,1,Gold Membership,1,701.51,34196.17,21.0,0,M,,57.0
159,0,Platinum Membership,0,737.12,61257.43,18.0,1,M,Village,36.0
174,1,Basic Membership,1,508.10266807210235,45961.69,5.0,1,F,City,30.0
882,0,Platinum Membership,1,785.85,15793.48,8.0,1,F,Town,51.0
853,0,Premium Membership,1,752.01,45376.53,23.0,1,M,Town,62.0
250,0,Gold Membership,1,727.58,21304.11,9.0,1,F,City,19.0
468,1,Basic Membership,1,,21772.18,10.0,0,F,Town,55.0
196,1,Gold Membership,1,615.27,37084.04,6.0,1,F,,46.0
334,1,No Membership,1,617.83,33507.35,20.0,1,F,Town,17.0
846,1,Gold Membership,1,691.97,2223.02,17.0,1,M,Town,34.0
772,0,Silver Membership,0,1023.7179903297308,30515.03,17.0,0,M,City,40.0
112,0,Platinum Membership,1,794.48,39552.28,,1,F,City,55.0
91,1,Silver Membership,1,609.49,43957.96,13.0,1,M,Village,24.0
301,1,No Membership,1,692.97,2863.27,24.0,0,M,,25.0
841,1,No Membership,1,648.59,32005.23,,1,F,City,30.0
891,0,Silver Membership,1,784.0,27133.63,20.0,0,M,Town,38.0
376,0,Platinum Membership,1,731.6,26784.05,5.0,1,F,City,49.0
179,1,Basic Membership,1,614.04,41838.39,13.0,0,F,City,25.0
459,1,Gold Membership,1,714.25,29816.21,9.0,0,M,Village,55.0
488,1,Basic Membership,1,450.69977651016023,8714.24,23.0,0,F,Town,16.0
412,1,Silver Membership,1,690.42,804.34,27.0,0,M,,26.0
926,0,Gold Membership,0,778.1,53333.12,33.30328494787826,1,F,,25.0
514,1,Gold Membership,1,664.89,49601.69,17.0,0,M,,42.0
223,0,Gold Membership,1,,39305.2,29.0,1,F,City,23.0
765,0,Gold Membership,0,220.11646038571712,32822.7,2.0,1,F,Town,58.0
1021,0,Platinum Membership,0,,92636.6,13.0,0,M,City,30.0
292,1,Basic Membership,1,671.48,5208.01,23.0,0,F,Village,59.0
108,1,Gold Membership,1,658.9,22705.34,26.0,0,F,,15.0
927,0,Platinum Membership,1,721.64,23601.47,14.0,1,F,City,39.0
880,1,No Membership,1,571.31,17015.69,12.0,1,M,City,43.0
455,0,Premium Membership,1,734.26,46591.79,27.0,1,F,City,35.0
411,0,Premium Membership,1,702.74,46099.85,7.0,1,M,City,13.0
676,0,Silver Membership,1,731.21,48276.68,26.0,0,F,City,54.0
443,0,Gold Membership,1,758.46,21574.92,19.0,1,F,Village,21.0
313,1,Silver Membership,1,666.05,12831.73,35.776176420350474,1,F,Town,13.0
548,0,Premium Membership,1,794.75,36708.71,25.0,1,F,Town,62.0
738,1,No Membership,1,693.02,15152.88,18.0,1,M,Town,27.0
398,1,Gold Membership,1,711.63,29556.43,6.0,0,F,,63.0
496,1,No Membership,1,598.61,12718.03,20.0,1,M,,14.0
442,1,Gold Membership,1,222.96613436442192,47911.88,,0,F,Town,56.0
42,0,Gold Membership,1,1287.0585523817188,2176.07,10.0,1,F,Town,58.0
362,0,Platinum Membership,1,,868.01,,0,M,Town,43.0
527,0,Silver Membership,1,755.67,19811.96,18.0,1,M,Village,15.0
559,1,Basic Membership,1,229.9693512491283,23900.32,,1,F,Town,46.0
944,0,Premium Membership,0,1060.933564895775,26272.22,3.0,1,F,City,20.0
315,1,No Membership,1,526.02,10924.19,24.0,1,F,City,13.0
45,0,Premium Membership,0,783.51,45877.74,3.0,1,M,Town,60.0
1072,1,Basic Membership,1,612.9,30852.9,20.0,1,M,Town,40.0
554,0,Premium Membership,1,409.48457976695533,6189.15,13.0,0,M,City,54.0
45,0,Premium Membership,0,752.3,85446.53,14.0,1,F,City,13.0
781,1,Basic Membership,1,529.04,45729.83,27.0,1,F,City,57.0
476,0,Premium Membership,1,715.6,44426.85,,1,M,,46.0
950,1,No Membership,1,328.9671604561081,11926.85,12.0,1,F,,57.0
772,1,Basic Membership,1,667.81,37905.42,10.0,0,F,Town,47.0
1091,1,Basic Membership,1,653.28,15824.19,28.0,1,M,Village,64.0
310,1,Basic Membership,1,672.61,20938.9,7.0,0,F,Town,60.0
597,0,Platinum Membership,1,455.5879580865278,46231.09,26.0,0,M,City,45.0
817,0,Premium Membership,1,741.66,30057.0,,1,M,City,58.0
851,0,Silver Membership,1,739.74,20525.98,16.0,1,M,City,64.0
786,1,Gold Membership,1,1095.154227405469,18877.18,27.0,1,M,Town,57.0
732,1,No Membership,1,677.71,9384.64,28.0,1,M,,49.0
939,1,No Membership,1,541.13,32572.87,19.0,1,F,City,24.0
763,0,Premium Membership,1,768.61,16782.22,22.0,1,F,,34.0
589,1,Gold Membership,1,695.63,8681.47,21.0,1,M,City,30.0
276,0,Gold Membership,1,714.76,27456.06,5.0,1,M,Village,43.0
419,1,Basic Membership,1,682.79,21351.4,9.0,1,F,Town,26.0
681,1,No Membership,1,659.31,36723.57,20.0,0,M,Town,39.0
370,1,No Membership,1,,8993.44,8.0,0,M,City,61.0
517,1,No Membership,1,300.24806873767085,8416.12,23.0,0,F,City,19.0
510,1,No Membership,1,627.6,15297.05,29.0,1,F,,31.0
318,0,Gold Membership,1,768.74,3593.14,5.0,0,M,City,24.0
146,0,Gold Membership,0,841.46,61274.13,10.0,1,M,City,27.0
454,0,Gold Membership,1,777.81,27798.66,24.0,1,F,Town,39.0
555,1,Basic Membership,1,528.6,46109.42,10.0,0,F,,55.0
33,1,Basic Membership,1,563.93,10076.31,16.0,1,F,Village,60.0
668,0,Silver Membership,1,744.19,24352.71,29.0,0,F,Village,23.0
668,1,No Membership,1,841.8424390845793,2080.18,13.0,1,F,Town,38.0
941,0,Premium Membership,1,784.63,31430.92,14.0,1,M,Town,44.0
1030,0,Premium Membership,1,785.37,35906.53,6.0,1,F,City,61.0
952,0,Premium Membership,1,708.57,44105.32,22.0,0,F,Town,11.0
943,0,Silver Membership,1,731.27,26811.31,10.0,0,M,City,11.0
257,1,Gold Membership,1,629.96,43427.59,47.96192901411344,1,M,City,32.0
497,1,Gold Membership,1,631.16,17076.84,26.0,1,F,City,19.0
561,0,Silver Membership,1,,43958.1,10.0,1,M,,12.0
976,0,Premium Membership,1,,11035.19,27.0,0,M,,34.0
251,1,No Membership,1,893.9231432312082,22121.36,9.0,0,F,Town,46.0
642,1,Basic Membership,1,,32902.85,29.0,1,F,Town,13.0
22,1,Basic Membership,1,558.93,5634.35,18.0,1,M,City,34.0
409,0,Platinum Membership,0,819.98,29996.99,3.0,1,F,Village,13.0
700,1,Gold Membership,1,936.8882987285484,37151.03,5.0,1,F,Town,50.0
669,0,Gold Membership,1,749.28,36037.02,24.0,1,M,,63.0
308,1,Basic Membership,1,608.4,3810.28,25.0,1,F,City,29.0
480,1,No Membership,1,505.21,46847.22,5.0,0,F,City,22.0
295,1,No Membership,1,563.09,30733.2,10.0,1,M,Town,11.0
687,1,Basic Membership,1,674.53,22747.19,8.0,1,M,City,61.0
184,1,No Membership,1,1087.239151412904,33866.0,11.0,0,M,Village,50.0
124,1,No Membership,1,637.04,42297.1,28.0,1,F,City,59.0
414,1,Basic Membership,1,640.79,39593.22,23.0,1,M,Town,62.0
431,0,Silver Membership,0,732.98,92191.31,14.0,1,M,City,51.0
435,1,Silver Membership,1,710.13,34840.92,19.0,0,F,City,48.0
804,0,Premium Membership,1,784.21,9860.95,,0,F,Town,13.0
336,0,Premium Membership,1,710.96,42528.27,47.03834666764996,0,M,Town,22.0
733,1,Silver Membership,1,636.95,10225.94,9.0,0,F,Town,25.0
129,0,Premium Membership,0,846.1,67078.44,10.0,1,F,Town,33.0
585,1,Silver Membership,1,695.34,29548.26,19.0,1,M,,39.0
591,1,No Membership,1,506.31,9158.54,18.0,0,F,Village,14.0
270,1,No Membership,1,623.6,46240.62,,1,M,City,50.0
231,0,Premium Membership,1,781.51,28564.39,10.0,0,M,Town,12.0
270,0,Premium Membership,1,1134.5837633534902,49469.65,17.0,1,M,Town,45.0
792,1,No Membership,1,331.9759876393754,19425.51,25.0,1,F,City,31.0
820,1,No Membership,1,695.89,10199.22,22.0,0,M,City,17.0
753,1,Basic Membership,1,547.11,33824.73,8.0,0,F,Town,24.0
935,0,Silver Membership,1,729.84,47154.1,19.0,0,M,Village,62.0
68,1,Basic Membership,1,581.05,5763.93,5.0,1,F,City,21.0
510,0,Gold Membership,1,1334.5568969311075,34991.53,24.0,1,F,Village,44.0
563,0,Gold Membership,1,466.1895792385965,19480.96,,1,F,,45.0
752,1,Silver Membership,1,659.31,7183.71,24.0,1,F,City,16.0
707,1,No Membership,1,661.19,34896.49,9.0,0,F,Village,36.0
946,0,Platinum Membership,1,336.81240835771337,49856.43,39.535643352688496,1,M,Town,55.0
882,1,No Membership,1,506.9,43374.29,9.0,0,F,,37.0
807,0,Premium Membership,1,715.6,48136.04,19.0,0,F,City,26.0
211,1,No Membership,1,700.28,6174.25,,1,F,Town,32.0
266,0,Premium Membership,1,712.18,19727.89,,1,M,City,10.0
916,1,Basic Membership,1,679.19,46060.22,19.0,0,F,City,41.0
311,0,Platinum Membership,0,715.47,89691.25,,0,M,,40.0
142,1,Silver Membership,1,714.18,13819.85,29.0,0,F,Town,25.0
408,0,Silver Membership,1,749.18,22596.14,6.0,1,M,,48.0
644,1,No Membership,1,549.61,43199.14,24.0,1,F,Town,12.0
625,1,Basic Membership,1,635.64,4024.82,15.0,0,F,Village,54.0
411,1,Gold Membership,1,610.92,44738.06,,0,M,Town,12.0
96,0,Platinum Membership,0,,79144.87,6.0,1,F,Town,64.0
692,1,Basic Membership,1,,36711.67,21.0,1,M,Town,10.0
1050,1,Basic Membership,1,600.65,13158.32,24.0,1,F,Town,42.0
1030,1,Basic Membership,1,542.34,9260.71,23.0,0,M,City,28.0
419,1,Basic Membership,1,674.12,24157.53,7.0,0,F,,43.0
713,1,Gold Membership,1,708.57,6693.2,23.0,0,M,Village,33.0
741,0,Gold Membership,1,1101.5305826543286,45497.65,14.0,0,M,City,42.0
212,1,Silver Membership,1,705.09,18459.29,6.0,0,M,Town,19.0
932,0,Platinum Membership,0,722.43,71528.18,4.0,0,M,City,12.0
13,0,Premium Membership,1,717.79,34034.27,13.0,0,F,Town,30.0
254,0,Premium Membership,1,755.18,47444.5,30.0,1,F,Village,28.0
499,1,No Membership,1,599.26,30193.46,29.0,1,M,City,61.0
430,1,Silver Membership,1,648.68,4333.95,18.0,1,M,,53.0
385,1,No Membership,1,523.24,4498.26,24.0,0,M,Town,17.0
978,1,Basic Membership,1,636.23,35557.85,24.0,0,F,,38.0
958,0,Premium Membership,1,,34783.05,12.0,0,M,City,14.0
171,0,Silver Membership,1,,23263.9,,0,M,,23.0
709,0,Platinum Membership,1,787.17,25203.44,25.0,0,M,Town,52.0
659,1,Basic Membership,1,562.23,42746.03,,0,F,City,63.0
428,1,No Membership,1,312.1620516642499,47941.87,22.0,0,M,City,47.0
839,1,No Membership,1,666.17,11435.15,13.0,1,M,City,56.0
135,1,No Membership,1,594.72,25219.52,16.0,0,M,,29.0
651,1,Gold Membership,1,887.9830744878208,48914.76,10.0,1,M,City,28.0
704,1,Basic Membership,1,938.8042256899372,45314.21,19.0,1,M,,35.0
121,1,Silver Membership,1,992.8001308558758,32123.54,,1,M,Village,40.0
510,1,No Membership,1,560.63,5270.52,19.0,0,M,City,51.0
519,1,No Membership,1,589.19,44979.67,9.0,1,F,Village,60.0
867,1,Basic Membership,1,679.87,32582.93,,1,F,Town,15.0
919,1,No Membership,1,654.27,45683.46,,1,F,Town,51.0
595,0,Gold Membership,1,752.37,30459.67,5.0,1,F,Town,37.0
137,1,Basic Membership,1,646.45,41524.12,26.0,1,M,,43.0
672,1,No Membership,1,28.489774422431537,9095.43,24.0,0,F,Town,46.0
873,0,Premium Membership,0,823.64,22232.13,4.0,1,F,Town,44.0
565,1,No Membership,1,504.2,29906.22,15.0,0,M,City,43.0
515,1,No Membership,1,614.74,49298.9,24.0,0,M,Town,40.0
852,1,Gold Membership,1,691.34,46276.96,,0,F,City,53.0
1056,1,Basic Membership,1,679.25,21144.98,9.0,1,M,City,56.0
164,1,Basic Membership,1,974.1076989730868,30747.29,12.0,1,M,,31.0
923,1,No Membership,1,700.1,32215.6,23.0,0,F,City,35.0
2,0,Gold Membership,0,816.55,59714.59,6.0,0,F,Village,47.0
855,0,Gold Membership,0,755.13,87365.85,14.0,0,M,Village,40.0
394,0,Gold Membership,0,790.11,47984.52,,1,M,City,33.0
622,1,No Membership,1,501.44,45936.16,17.0,0,M,Village,23.0
264,1,Basic Membership,1,591.26,32530.24,25.0,0,M,City,11.0
1015,0,Platinum Membership,1,705.08,6152.52,9.0,0,M,Village,43.0
1030,1,Basic Membership,1,698.05,24628.22,43.238251840570456,0,M,Town,36.0
8,1,Gold Membership,1,677.08,1590.75,11.0,0,F,Town,18.0
947,1,No Membership,1,534.83,3085.91,21.0,0,M,Town,24.0
464,0,Premium Membership,1,750.72,38661.64,28.0,1,F,City,55.0
292,0,Platinum Membership,0,825.64,55732.73,3.0,0,F,City,44.0
219,1,Basic Membership,1,617.05,10514.06,28.0,0,F,Town,63.0
632,0,Premium Membership,0,288.39335017676444,14723.26,19.0,0,F,City,64.0
201,0,Platinum Membership,0,754.03,50012.94,5.0,0,M,Town,17.0
447,0,Premium Membership,1,742.58,1018.28,6.0,1,F,,23.0
6,1,Gold Membership,1,694.33,20581.78,15.0,1,F,,24.0
791,1,Basic Membership,1,,18368.89,0.7592736882158704,1,F,Town,42.0
997,1,Basic Membership,1,614.13,3206.75,5.0,1,F,City,21.0
719,0,Platinum Membership,1,1013.4452329398036,49594.6,13.0,1,M,City,18.0
46,1,No Membership,1,603.62,3766.36,12.0,0,M,,12.0
178,1,No Membership,1,,45845.27,,1,M,Town,45.0
348,0,Platinum Membership,1,757.06,11445.47,7.0,1,F,,24.0
256,1,No Membership,1,563.12,47328.33,21.0,0,M,City,12.0
756,1,Basic Membership,1,541.6,31104.22,26.0,1,F,City,16.0
783,0,Silver Membership,1,795.48,17439.49,9.0,1,M,,17.0
27,1,Basic Membership,1,653.77,47627.62,25.0,1,F,,42.0
67,0,Silver Membership,1,720.06,21971.45,17.0,0,F,,16.0
157,0,Silver Membership,0,770.94,40487.97,12.0,1,F,Town,24.0
875,0,Platinum Membership,0,806.22,80397.94,,1,M,Town,10.0
324,1,Basic Membership,1,509.16,4874.7,5.0,0,F,City,23.0
82,0,Premium Membership,1,765.85,23474.9,15.0,1,M,Town,39.0
373,1,No Membership,1,,25042.53,12.0,0,F,Town,44.0
1041,0,Gold Membership,1,,9323.64,18.0,0,F,Town,11.0
284,0,Gold Membership,1,1695.3523331028916,4072.02,22.0,1,M,Town,17.0
351,0,Gold Membership,1,709.68,3494.93,21.0,0,M,Village,64.0
688,0,Gold Membership,1,777.78,39025.01,24.0,1,M,City,25.0
805,1,Gold Membership,1,623.22,10740.94,26.0,0,M,,36.0
1054,0,Silver Membership,1,705.55,2004.68,22.0,1,F,City,43.0
152,1,Basic Membership,1,528.41,32259.76,18.0,1,M,Town,26.0
421,0,Premium Membership,1,799.31,19714.12,18.0,0,M,Town,60.0
1090,1,Silver Membership,1,662.23,17074.68,,1,M,City,51.0
232,0,Premium Membership,1,761.21,37748.28,12.0,0,F,Town,56.0
507,0,Platinum Membership,1,791.21,8546.85,10.0,1,M,Town,43.0
